,0,1,2,3,4,5,6,7,8,9
0,831,3,16,25,0,2,102,2,18,1
1,5,953,7,26,2,0,4,1,1,1
2,20,1,858,6,49,0,54,0,11,1
3,38,5,11,895,9,1,35,0,6,0
4,1,0,129,42,752,0,71,1,4,0
5,4,1,6,4,0,949,0,23,4,9
6,129,4,90,26,56,2,663,0,30,0
7,1,0,0,0,0,27,0,940,1,31
8,10,0,3,8,6,12,12,3,944,2
9,5,1,2,0,2,11,0,26,2,951
