,0,1,2,3,4,5,6,7,8,9
0,808,2,7,22,6,1,143,0,11,0
1,0,974,0,17,6,0,2,0,1,0
2,11,0,790,11,131,0,54,0,3,0
3,19,6,6,895,41,0,26,0,7,0
4,0,1,65,18,883,0,32,0,1,0
5,0,0,0,0,0,964,0,21,0,15
6,93,0,91,28,104,0,669,0,15,0
7,0,0,0,0,0,5,0,986,0,9
8,3,0,2,5,7,1,0,6,976,0
9,0,0,0,0,0,5,1,58,0,936
