,0,1,2,3,4,5,6,7,8,9
0,967,1,4,1,0,0,5,0,0,2
1,0,1131,0,1,1,1,0,1,0,0
2,1,1,1023,1,1,0,0,3,2,0
3,0,0,0,1003,0,2,0,2,3,0
4,0,0,3,0,972,0,3,0,0,4
5,1,0,0,6,1,880,1,0,1,2
6,4,3,2,0,0,0,947,0,2,0
7,0,3,4,1,0,0,0,1015,1,4
8,1,1,4,1,0,0,0,1,962,4
9,0,0,1,1,9,4,0,4,1,989
