,0,1,2,3,4,5,6,7,8,9
0,790,4,14,18,6,2,154,2,10,0
1,7,951,6,20,6,0,8,0,2,0
2,10,1,745,7,139,2,84,1,11,0
3,26,5,14,868,39,2,39,2,5,0
4,2,2,78,28,827,0,57,4,2,0
5,7,0,8,4,0,924,0,33,8,16
6,136,2,87,26,99,1,624,4,21,0
7,0,0,0,0,0,15,0,963,3,19
8,14,0,6,8,7,13,15,7,925,5
9,3,0,1,3,3,7,0,43,10,930
